Cluster,logAge50,Nstars,mean_30,mean_35,mean_39,mean_45,mean_50,mean_55,freqratio_20,freqratio_25,freqratio_30,freqratio_35,freqratio_39,freqratio_45,freqratio_50,freqratio_55
LP_866,9.00026035,245,-12.967729830218351,15.543040566995906,11.129010352473376,10.439006470907838,14.039742349767751,2.0392921526817256,0.3058852256758073,0.1947203000189301,0.0734206815620514,0.0151068351788895,0.9514708970660748,-0.2798664085913723,-0.6307949367883038,-0.6349340085178833
Juchert_13,9.03484249,412,-11.746639617046156,1.1584765382632303,4.357573871002829,9.789410362015413,9.429224662899815,17.16086160787202,0.2925368646311112,0.1829787730965813,-0.0260177941104749,0.0134282979367907,-0.0363968272004436,-0.0195133455828564,-0.5151679870308242,-0.6201681013430488
UBC_119,8.84885597,113,-11.6221343862892,19.854075591628135,17.138324325464637,19.78611829881726,36.20366942640704,2.8516193504444667,0.3002206844595886,0.5006476609140097,0.5244519570174363,0.0151068351788895,-0.9436761926405328,-0.4915995125244439,-2.9962759497444433,-0.6434239152965371
HSC_419,8.8909483,66,-11.558978775196431,15.880034043177458,18.146978297820084,23.889772676162632,41.734254446708704,18.09357120926083,0.3129439447421415,0.2056231464468254,0.5244519570174363,0.0134282979367907,-1.0436761926405325,-0.5113827849233328,-0.5742551899488887,-0.6201681013430488
HSC_194,8.66695452,25,-11.242352024704433,-3.7004583199590444,9.867845087410169,21.080748606728527,21.196541294554265,42.32616723867695,0.3312399476003065,0.2460151898478343,0.5186985553662748,0.0134282979367907,-0.0397056296732112,-0.021014372166153,-0.4990069199318516,-0.6349340085178833
Harvard_13,8.94736576,412,-11.066348174965588,0.5616896224086467,33.25571810454099,28.03181036014943,23.210213130126125,28.273927643938933,0.3312399476003065,0.2502402613068101,0.1494555159529944,0.0134282979367907,-0.0397056296732112,-1.0210143721661529,16.029792402044457,-0.6504202038475877
Gulliver_14,8.59512281,78,-11.027360568971732,-5.793753974194543,5.776819699244808,21.74730782680783,24.480148244204553,37.60757357946338,0.3425748637426743,0.2543425606724955,0.4898819689570374,0.0134282979367907,-0.0397056296732112,-0.0195133455828564,-0.2495034599659258,-0.6504202038475877
NGC_6728,8.72405863,269,-11.021323988256748,6.15320398127287,13.315468449661656,17.54954324594307,36.45595673169324,2.82000455210079,0.5062328517887582,0.4797873417092593,0.4869911029447621,0.0151068351788895,0.9563238073594676,-0.5105071860830764,-0.5742551899488887,-0.6434239152965371
ESO_518-03,8.80790854,151,-10.697825657810077,16.977629070064776,14.162658199069112,12.065459944298555,2.52341902401082,-18.687565013048133,0.3002206844595886,0.2093617491094949,0.1196118498460819,0.0151068351788895,-0.9374179918228142,-0.3390247257949998,-0.6307949367883038,-0.6587435323274071
UFMG_34,8.45716906,159,-10.682700614221057,-15.537104195799682,-8.359930049103598,4.999671833943201,33.0145193711079,34.29187514591436,0.3724910301664274,0.2848445569388035,0.1942102339579798,0.0151068351788895,-0.0397056296732112,-0.0182124558773326,0.0021280287174607,-12.833614178875548
HSC_2833,8.63195992,272,-10.581608281714411,-7.940459253000458,-1.380215199973916,6.40615780330923,13.767336789843732,13.896095522864977,0.3368652826802964,0.2502402613068101,0.4898819689570374,0.0134282979367907,-0.0363968272004436,-0.0182124558773326,-13.970207597955548,-0.4206482942321689
CWNU_2498,8.93777609,29,-10.339248941777338,-4.688972036764069,0.36511576919963823,13.537486344700671,48.48196633980381,30.11280409197922,0.3312399476003065,0.2330154517417625,0.4772344301533342,0.0134282979367907,-0.0363968272004436,-0.0182124558773326,0.0017524942379088,22.33277164224891
NGC_5764,8.8049159,135,-10.098979970886834,5.329714845114995,9.753759853099936,13.349759894456874,40.48840961357462,4.093093416090328,0.2925368646311112,0.5007840105801172,-0.0303540931288874,0.0134282979367907,-0.9487965387641204,-0.5105071860830764,-0.6146207076398857,-0.6434239152965371
UBC_113,8.61822033,221,-10.093536659018154,-8.311157007263839,-0.2670431586226615,11.480259589598043,23.60719298336121,16.192355431374555,0.3368652826802964,0.2543425606724955,0.1609487777250274,0.0151068351788895,-0.0397056296732112,-0.0195133455828564,22.029792402044453,-0.4907563432708637
UBC_1058,8.79123735,94,-10.020209174143888,12.212352493634475,12.10582516029813,14.089903095426033,-6.763506107426044,-4.0672928769477545,0.2925368646311112,0.5007093429058204,0.4848229534355558,1.0172649544901595,-0.5242645514669627,-0.5085370886924997,-0.5992551899488887,-0.6515279172216157
